transaction_id,invoice_date,year,month,month_name,quarter,customer_id,customer_name,customer_type,invoice_number,due_date,invoice_amount,amount_paid,outstanding_balance,payment_date,days_to_payment,payment_status,credit_days,financial_year,days_overdue,aging_bucket,collection_efficiency_%
AC000420,2024-03-31,2024,3,March,Q1,C018,Mohit Shukla,Retailer,MINV-00420,2024-04-15,31631.78,31631.78,0.0,2024-04-15,15.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000421,2024-04-30,2024,4,April,Q2,C018,Mohit Shukla,Retailer,MINV-00421,2024-05-15,21579.89,21579.89,0.0,2024-05-13,13.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000422,2024-05-31,2024,5,May,Q2,C018,Mohit Shukla,Retailer,MINV-00422,2024-06-15,36391.39,36391.39,0.0,2024-06-17,17.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC000423,2024-06-30,2024,6,June,Q2,C018,Mohit Shukla,Retailer,MINV-00423,2024-07-15,43719.65,43719.65,0.0,2024-07-09,9.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000424,2024-07-31,2024,7,July,Q3,C018,Mohit Shukla,Retailer,MINV-00424,2024-08-15,24369.25,7791.03,16578.22,,,OverDue,15,FY2024-25,228,90+ Days,31.97
AC000425,2024-08-31,2024,8,August,Q3,C018,Mohit Shukla,Retailer,MINV-00425,2024-09-15,48078.27,48078.27,0.0,2024-09-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000426,2024-09-30,2024,9,September,Q3,C018,Mohit Shukla,Retailer,MINV-00426,2024-10-15,24683.36,5935.12,18748.24,,,OverDue,15,FY2024-25,167,90+ Days,24.05
AC000427,2024-10-31,2024,10,October,Q4,C018,Mohit Shukla,Retailer,MINV-00427,2024-11-15,14663.08,14663.08,0.0,2024-11-16,16.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC000428,2024-11-30,2024,11,November,Q4,C018,Mohit Shukla,Retailer,MINV-00428,2024-12-15,22780.7,22780.7,0.0,2024-12-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000429,2024-12-31,2024,12,December,Q4,C018,Mohit Shukla,Retailer,MINV-00429,2025-01-15,43828.62,43828.62,0.0,2025-01-18,18.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC000430,2025-01-31,2025,1,January,Q1,C018,Mohit Shukla,Retailer,MINV-00430,2025-02-15,21715.83,21715.83,0.0,2025-01-31,0.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000431,2025-02-28,2025,2,February,Q1,C018,Mohit Shukla,Retailer,MINV-00431,2025-03-15,28685.6,28685.6,0.0,2025-03-17,17.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC000432,2025-03-31,2025,3,March,Q1,C018,Mohit Shukla,Retailer,MINV-00432,2025-04-15,26626.81,26626.81,0.0,2025-04-08,8.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000433,2023-04-30,2023,4,April,Q2,C019,Kamlesh Shah,Wholesaler,MINV-00433,2023-05-30,12084.74,12084.74,0.0,2023-05-06,6.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000434,2023-05-31,2023,5,May,Q2,C019,Kamlesh Shah,Wholesaler,MINV-00434,2023-06-30,36766.22,36766.22,0.0,2023-06-28,28.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000435,2023-06-30,2023,6,June,Q2,C019,Kamlesh Shah,Wholesaler,MINV-00435,2023-07-30,40049.58,40049.58,0.0,2023-07-26,26.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000436,2023-07-31,2023,7,July,Q3,C019,Kamlesh Shah,Wholesaler,MINV-00436,2023-08-30,32811.86,32811.86,0.0,2023-08-18,18.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000437,2023-08-31,2023,8,August,Q3,C019,Kamlesh Shah,Wholesaler,MINV-00437,2023-09-30,26992.29,26992.29,0.0,2023-09-17,17.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000438,2023-09-30,2023,9,September,Q3,C019,Kamlesh Shah,Wholesaler,MINV-00438,2023-10-30,57000.48,57000.48,0.0,2023-11-01,32.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC000439,2023-10-31,2023,10,October,Q4,C019,Kamlesh Shah,Wholesaler,MINV-00439,2023-11-30,11578.47,11578.47,0.0,2023-11-26,26.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000440,2023-11-30,2023,11,November,Q4,C019,Kamlesh Shah,Wholesaler,MINV-00440,2023-12-30,36145.84,36145.84,0.0,2023-12-30,30.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000441,2023-12-31,2023,12,December,Q4,C019,Kamlesh Shah,Wholesaler,MINV-00441,2024-01-30,44119.28,19075.75,25043.53,,,OverDue,30,FY2023-24,426,90+ Days,43.24
AC000442,2024-01-31,2024,1,January,Q1,C019,Kamlesh Shah,Wholesaler,MINV-00442,2024-03-01,29405.6,29405.6,0.0,2024-03-01,30.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000443,2024-02-29,2024,2,February,Q1,C019,Kamlesh Shah,Wholesaler,MINV-00443,2024-03-30,18441.77,18441.77,0.0,2024-03-24,24.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000444,2024-03-31,2024,3,March,Q1,C019,Kamlesh Shah,Wholesaler,MINV-00444,2024-04-30,18233.99,18233.99,0.0,2024-04-14,14.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000445,2024-04-30,2024,4,April,Q2,C019,Kamlesh Shah,Wholesaler,MINV-00445,2024-05-30,20052.95,20052.95,0.0,2024-06-01,32.0,Paid Late,30,FY2024-25,0,Not OverDue,100.0
AC000446,2024-05-31,2024,5,May,Q2,C019,Kamlesh Shah,Wholesaler,MINV-00446,2024-06-30,49853.2,49853.2,0.0,2024-06-28,28.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000447,2024-06-30,2024,6,June,Q2,C019,Kamlesh Shah,Wholesaler,MINV-00447,2024-07-30,44642.47,44642.47,0.0,2024-08-01,32.0,Paid Late,30,FY2024-25,0,Not OverDue,100.0
AC000448,2024-07-31,2024,7,July,Q3,C019,Kamlesh Shah,Wholesaler,MINV-00448,2024-08-30,27828.65,27828.65,0.0,2024-08-12,12.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000449,2024-08-31,2024,8,August,Q3,C019,Kamlesh Shah,Wholesaler,MINV-00449,2024-09-30,24344.41,24344.41,0.0,2024-10-02,32.0,Paid Late,30,FY2024-25,0,Not OverDue,100.0
AC000450,2024-09-30,2024,9,September,Q3,C019,Kamlesh Shah,Wholesaler,MINV-00450,2024-10-30,23475.0,10086.71,13388.29,,,OverDue,30,FY2024-25,152,90+ Days,42.97
AC000451,2024-10-31,2024,10,October,Q4,C019,Kamlesh Shah,Wholesaler,MINV-00451,2024-11-30,39126.72,39126.72,0.0,2024-11-17,17.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000452,2024-11-30,2024,11,November,Q4,C019,Kamlesh Shah,Wholesaler,MINV-00452,2024-12-30,9140.03,9140.03,0.0,2024-12-18,18.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000453,2024-12-31,2024,12,December,Q4,C019,Kamlesh Shah,Wholesaler,MINV-00453,2025-01-30,33779.86,33779.86,0.0,2025-01-23,23.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000454,2025-01-31,2025,1,January,Q1,C019,Kamlesh Shah,Wholesaler,MINV-00454,2025-03-02,31052.53,31052.53,0.0,2025-02-25,25.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000455,2025-02-28,2025,2,February,Q1,C019,Kamlesh Shah,Wholesaler,MINV-00455,2025-03-30,15622.78,15622.78,0.0,2025-03-19,19.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000456,2025-03-31,2025,3,March,Q1,C019,Kamlesh Shah,Wholesaler,MINV-00456,2025-04-30,23874.56,23874.56,0.0,2025-04-11,11.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000457,2023-04-30,2023,4,April,Q2,C020,Pramod Pandey,Hotel/Restaurant,MINV-00457,2023-05-15,46801.47,16878.19,29923.28,,,OverDue,15,FY2023-24,686,90+ Days,36.06
AC000458,2023-05-31,2023,5,May,Q2,C020,Pramod Pandey,Hotel/Restaurant,MINV-00458,2023-06-15,24163.54,24163.54,0.0,2023-06-19,19.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC000459,2023-06-30,2023,6,June,Q2,C020,Pramod Pandey,Hotel/Restaurant,MINV-00459,2023-07-15,33429.54,33429.54,0.0,2023-07-11,11.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000460,2023-07-31,2023,7,July,Q3,C020,Pramod Pandey,Hotel/Restaurant,MINV-00460,2023-08-15,42499.53,1915.6,40583.93,,,OverDue,15,FY2023-24,594,90+ Days,4.51
AC000461,2023-08-31,2023,8,August,Q3,C020,Pramod Pandey,Hotel/Restaurant,MINV-00461,2023-09-15,12902.27,12902.27,0.0,2023-08-31,0.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000462,2023-09-30,2023,9,September,Q3,C020,Pramod Pandey,Hotel/Restaurant,MINV-00462,2023-10-15,13263.44,13263.44,0.0,2023-10-13,13.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000463,2023-10-31,2023,10,October,Q4,C020,Pramod Pandey,Hotel/Restaurant,MINV-00463,2023-11-15,29962.97,4367.81,25595.16,,,OverDue,15,FY2023-24,502,90+ Days,14.58
AC000464,2023-11-30,2023,11,November,Q4,C020,Pramod Pandey,Hotel/Restaurant,MINV-00464,2023-12-15,40268.44,40268.44,0.0,2023-12-05,5.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000465,2023-12-31,2023,12,December,Q4,C020,Pramod Pandey,Hotel/Restaurant,MINV-00465,2024-01-15,30499.72,30499.72,0.0,2024-01-04,4.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000466,2024-01-31,2024,1,January,Q1,C020,Pramod Pandey,Hotel/Restaurant,MINV-00466,2024-02-15,36316.47,4402.87,31913.6,,,OverDue,15,FY2023-24,410,90+ Days,12.12
AC000467,2024-02-29,2024,2,February,Q1,C020,Pramod Pandey,Hotel/Restaurant,MINV-00467,2024-03-15,34400.8,34400.8,0.0,2024-02-29,0.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000468,2024-03-31,2024,3,March,Q1,C020,Pramod Pandey,Hotel/Restaurant,MINV-00468,2024-04-15,32653.95,382.3,32271.65,,,OverDue,15,FY2023-24,350,90+ Days,1.17
AC000469,2024-04-30,2024,4,April,Q2,C020,Pramod Pandey,Hotel/Restaurant,MINV-00469,2024-05-15,43256.28,43256.28,0.0,2024-05-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000470,2024-05-31,2024,5,May,Q2,C020,Pramod Pandey,Hotel/Restaurant,MINV-00470,2024-06-15,29028.6,29028.6,0.0,2024-06-08,8.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000471,2024-06-30,2024,6,June,Q2,C020,Pramod Pandey,Hotel/Restaurant,MINV-00471,2024-07-15,24056.08,11607.41,12448.67,,,OverDue,15,FY2024-25,259,90+ Days,48.25
AC000472,2024-07-31,2024,7,July,Q3,C020,Pramod Pandey,Hotel/Restaurant,MINV-00472,2024-08-15,22673.37,22673.37,0.0,2024-08-13,13.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000473,2024-08-31,2024,8,August,Q3,C020,Pramod Pandey,Hotel/Restaurant,MINV-00473,2024-09-15,35936.6,35936.6,0.0,2024-09-12,12.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000474,2024-09-30,2024,9,September,Q3,C020,Pramod Pandey,Hotel/Restaurant,MINV-00474,2024-10-15,31378.17,31378.17,0.0,2024-10-08,8.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000475,2024-10-31,2024,10,October,Q4,C020,Pramod Pandey,Hotel/Restaurant,MINV-00475,2024-11-15,15109.92,15109.92,0.0,2024-11-15,15.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000476,2024-11-30,2024,11,November,Q4,C020,Pramod Pandey,Hotel/Restaurant,MINV-00476,2024-12-15,35672.57,35672.57,0.0,2024-12-13,13.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000477,2024-12-31,2024,12,December,Q4,C020,Pramod Pandey,Hotel/Restaurant,MINV-00477,2025-01-15,29421.08,29421.08,0.0,2025-01-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000478,2025-01-31,2025,1,January,Q1,C020,Pramod Pandey,Hotel/Restaurant,MINV-00478,2025-02-15,32851.26,32851.26,0.0,2025-02-07,7.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000479,2025-02-28,2025,2,February,Q1,C020,Pramod Pandey,Hotel/Restaurant,MINV-00479,2025-03-15,33610.05,33610.05,0.0,2025-03-16,16.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC000480,2025-03-31,2025,3,March,Q1,C020,Pramod Pandey,Hotel/Restaurant,MINV-00480,2025-04-15,50659.37,50659.37,0.0,2025-04-04,4.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000481,2023-04-30,2023,4,April,Q2,C021,Paresh Saxena,Retailer,MINV-00481,2023-05-15,29050.28,29050.28,0.0,2023-05-09,9.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000482,2023-05-31,2023,5,May,Q2,C021,Paresh Saxena,Retailer,MINV-00482,2023-06-15,17025.16,17025.16,0.0,2023-06-08,8.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000483,2023-06-30,2023,6,June,Q2,C021,Paresh Saxena,Retailer,MINV-00483,2023-07-15,27410.01,11385.7,16024.31,,,OverDue,15,FY2023-24,625,90+ Days,41.54
AC000484,2023-07-31,2023,7,July,Q3,C021,Paresh Saxena,Retailer,MINV-00484,2023-08-15,30653.79,30653.79,0.0,2023-08-05,5.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000485,2023-08-31,2023,8,August,Q3,C021,Paresh Saxena,Retailer,MINV-00485,2023-09-15,14915.94,4828.31,10087.63,,,OverDue,15,FY2023-24,563,90+ Days,32.37
AC000486,2023-09-30,2023,9,September,Q3,C021,Paresh Saxena,Retailer,MINV-00486,2023-10-15,33388.0,33388.0,0.0,2023-10-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000487,2023-10-31,2023,10,October,Q4,C021,Paresh Saxena,Retailer,MINV-00487,2023-11-15,8496.17,8496.17,0.0,2023-11-08,8.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000488,2023-11-30,2023,11,November,Q4,C021,Paresh Saxena,Retailer,MINV-00488,2023-12-15,51842.8,51842.8,0.0,2023-12-09,9.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000489,2023-12-31,2023,12,December,Q4,C021,Paresh Saxena,Retailer,MINV-00489,2024-01-15,56486.84,56486.84,0.0,2024-01-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000490,2024-01-31,2024,1,January,Q1,C021,Paresh Saxena,Retailer,MINV-00490,2024-02-15,43073.94,3279.83,39794.11,,,OverDue,15,FY2023-24,410,90+ Days,7.61
AC000491,2024-02-29,2024,2,February,Q1,C021,Paresh Saxena,Retailer,MINV-00491,2024-03-15,32978.59,32978.59,0.0,2024-03-16,16.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC000492,2024-03-31,2024,3,March,Q1,C021,Paresh Saxena,Retailer,MINV-00492,2024-04-15,14291.98,1813.1,12478.88,,,OverDue,15,FY2023-24,350,90+ Days,12.69
AC000493,2024-04-30,2024,4,April,Q2,C021,Paresh Saxena,Retailer,MINV-00493,2024-05-15,22703.01,22703.01,0.0,2024-05-09,9.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000494,2024-05-31,2024,5,May,Q2,C021,Paresh Saxena,Retailer,MINV-00494,2024-06-15,33949.46,33949.46,0.0,2024-06-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000495,2024-06-30,2024,6,June,Q2,C021,Paresh Saxena,Retailer,MINV-00495,2024-07-15,15156.45,15156.45,0.0,2024-07-03,3.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000496,2024-07-31,2024,7,July,Q3,C021,Paresh Saxena,Retailer,MINV-00496,2024-08-15,36918.27,36918.27,0.0,2024-08-11,11.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000497,2024-08-31,2024,8,August,Q3,C021,Paresh Saxena,Retailer,MINV-00497,2024-09-15,68295.25,68295.25,0.0,2024-09-11,11.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000498,2024-09-30,2024,9,September,Q3,C021,Paresh Saxena,Retailer,MINV-00498,2024-10-15,52613.04,52613.04,0.0,2024-10-05,5.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000499,2024-10-31,2024,10,October,Q4,C021,Paresh Saxena,Retailer,MINV-00499,2024-11-15,31390.11,31390.11,0.0,2024-11-07,7.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000500,2024-11-30,2024,11,November,Q4,C021,Paresh Saxena,Retailer,MINV-00500,2024-12-15,59408.57,59408.57,0.0,2024-12-09,9.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000501,2024-12-31,2024,12,December,Q4,C021,Paresh Saxena,Retailer,MINV-00501,2025-01-15,43276.44,43276.44,0.0,2025-01-10,10.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000502,2025-01-31,2025,1,January,Q1,C021,Paresh Saxena,Retailer,MINV-00502,2025-02-15,27358.26,27358.26,0.0,2025-02-10,10.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000503,2025-02-28,2025,2,February,Q1,C021,Paresh Saxena,Retailer,MINV-00503,2025-03-15,11171.46,11171.46,0.0,2025-03-09,9.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000504,2025-03-31,2025,3,March,Q1,C021,Paresh Saxena,Retailer,MINV-00504,2025-04-15,32472.9,32472.9,0.0,2025-04-17,17.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC000505,2023-04-30,2023,4,April,Q2,C022,Pooja Gupta,Hotel/Restaurant,MINV-00505,2023-05-15,16420.41,16420.41,0.0,2023-05-11,11.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000506,2023-05-31,2023,5,May,Q2,C022,Pooja Gupta,Hotel/Restaurant,MINV-00506,2023-06-15,12455.39,12455.39,0.0,2023-06-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000507,2023-06-30,2023,6,June,Q2,C022,Pooja Gupta,Hotel/Restaurant,MINV-00507,2023-07-15,36239.72,36239.72,0.0,2023-07-12,12.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000508,2023-07-31,2023,7,July,Q3,C022,Pooja Gupta,Hotel/Restaurant,MINV-00508,2023-08-15,26689.54,26689.54,0.0,2023-08-09,9.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000509,2023-08-31,2023,8,August,Q3,C022,Pooja Gupta,Hotel/Restaurant,MINV-00509,2023-09-15,47244.54,47244.54,0.0,2023-09-14,14.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000510,2023-09-30,2023,9,September,Q3,C022,Pooja Gupta,Hotel/Restaurant,MINV-00510,2023-10-15,12324.08,12324.08,0.0,2023-10-11,11.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000511,2023-10-31,2023,10,October,Q4,C022,Pooja Gupta,Hotel/Restaurant,MINV-00511,2023-11-15,26881.02,26881.02,0.0,2023-11-08,8.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000512,2023-11-30,2023,11,November,Q4,C022,Pooja Gupta,Hotel/Restaurant,MINV-00512,2023-12-15,34203.78,10010.46,24193.32,,,OverDue,15,FY2023-24,472,90+ Days,29.27
AC000513,2023-12-31,2023,12,December,Q4,C022,Pooja Gupta,Hotel/Restaurant,MINV-00513,2024-01-15,33222.09,33222.09,0.0,2024-01-01,1.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000514,2024-01-31,2024,1,January,Q1,C022,Pooja Gupta,Hotel/Restaurant,MINV-00514,2024-02-15,35921.03,35921.03,0.0,2024-02-19,19.0,Paid Late,15,FY2023-24,0,Not OverDue,100.0
AC000515,2024-02-29,2024,2,February,Q1,C022,Pooja Gupta,Hotel/Restaurant,MINV-00515,2024-03-15,45589.16,45589.16,0.0,2024-03-15,15.0,Paid,15,FY2023-24,0,Not OverDue,100.0
AC000516,2024-03-31,2024,3,March,Q1,C022,Pooja Gupta,Hotel/Restaurant,MINV-00516,2024-04-15,36930.15,8791.54,28138.61,,,OverDue,15,FY2023-24,350,90+ Days,23.81
AC000517,2024-04-30,2024,4,April,Q2,C022,Pooja Gupta,Hotel/Restaurant,MINV-00517,2024-05-15,27121.96,27121.96,0.0,2024-05-12,12.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000518,2024-05-31,2024,5,May,Q2,C022,Pooja Gupta,Hotel/Restaurant,MINV-00518,2024-06-15,23002.11,23002.11,0.0,2024-06-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000519,2024-06-30,2024,6,June,Q2,C022,Pooja Gupta,Hotel/Restaurant,MINV-00519,2024-07-15,24272.54,24272.54,0.0,2024-07-06,6.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000520,2024-07-31,2024,7,July,Q3,C022,Pooja Gupta,Hotel/Restaurant,MINV-00520,2024-08-15,23278.08,23278.08,0.0,2024-08-05,5.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000521,2024-08-31,2024,8,August,Q3,C022,Pooja Gupta,Hotel/Restaurant,MINV-00521,2024-09-15,50794.32,50794.32,0.0,2024-09-17,17.0,Paid Late,15,FY2024-25,0,Not OverDue,100.0
AC000522,2024-09-30,2024,9,September,Q3,C022,Pooja Gupta,Hotel/Restaurant,MINV-00522,2024-10-15,17832.43,306.13,17526.3,,,OverDue,15,FY2024-25,167,90+ Days,1.72
AC000523,2024-10-31,2024,10,October,Q4,C022,Pooja Gupta,Hotel/Restaurant,MINV-00523,2024-11-15,18186.59,18186.59,0.0,2024-11-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000524,2024-11-30,2024,11,November,Q4,C022,Pooja Gupta,Hotel/Restaurant,MINV-00524,2024-12-15,27187.86,27187.86,0.0,2024-12-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000525,2024-12-31,2024,12,December,Q4,C022,Pooja Gupta,Hotel/Restaurant,MINV-00525,2025-01-15,26780.51,12066.84,14713.67,,,OverDue,15,FY2024-25,75,61-90 Days,45.06
AC000526,2025-01-31,2025,1,January,Q1,C022,Pooja Gupta,Hotel/Restaurant,MINV-00526,2025-02-15,30498.5,13286.3,17212.2,,,OverDue,15,FY2024-25,44,31-60 Days,43.56
AC000527,2025-02-28,2025,2,February,Q1,C022,Pooja Gupta,Hotel/Restaurant,MINV-00527,2025-03-15,14868.83,14868.83,0.0,2025-03-14,14.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000528,2025-03-31,2025,3,March,Q1,C022,Pooja Gupta,Hotel/Restaurant,MINV-00528,2025-04-15,20278.15,20278.15,0.0,2025-04-12,12.0,Paid,15,FY2024-25,0,Not OverDue,100.0
AC000529,2023-04-30,2023,4,April,Q2,C023,Meena Srivastava,Wholesaler,MINV-00529,2023-05-30,24248.76,24248.76,0.0,2023-06-01,32.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC000530,2023-05-31,2023,5,May,Q2,C023,Meena Srivastava,Wholesaler,MINV-00530,2023-06-30,21512.76,21512.76,0.0,2023-06-16,16.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000531,2023-06-30,2023,6,June,Q2,C023,Meena Srivastava,Wholesaler,MINV-00531,2023-07-30,53295.31,53295.31,0.0,2023-07-30,30.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000532,2023-07-31,2023,7,July,Q3,C023,Meena Srivastava,Wholesaler,MINV-00532,2023-08-30,16306.31,16306.31,0.0,2023-08-26,26.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000533,2023-08-31,2023,8,August,Q3,C023,Meena Srivastava,Wholesaler,MINV-00533,2023-09-30,48961.44,48961.44,0.0,2023-10-06,36.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC000534,2023-09-30,2023,9,September,Q3,C023,Meena Srivastava,Wholesaler,MINV-00534,2023-10-30,37359.45,37359.45,0.0,2023-10-22,22.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000535,2023-10-31,2023,10,October,Q4,C023,Meena Srivastava,Wholesaler,MINV-00535,2023-11-30,63711.71,63711.71,0.0,2023-12-06,36.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC000536,2023-11-30,2023,11,November,Q4,C023,Meena Srivastava,Wholesaler,MINV-00536,2023-12-30,13294.27,13294.27,0.0,2024-01-06,37.0,Paid Late,30,FY2023-24,0,Not OverDue,100.0
AC000537,2023-12-31,2023,12,December,Q4,C023,Meena Srivastava,Wholesaler,MINV-00537,2024-01-30,18369.62,1192.7,17176.92,,,OverDue,30,FY2023-24,426,90+ Days,6.49
AC000538,2024-01-31,2024,1,January,Q1,C023,Meena Srivastava,Wholesaler,MINV-00538,2024-03-01,50059.57,50059.57,0.0,2024-02-23,23.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000539,2024-02-29,2024,2,February,Q1,C023,Meena Srivastava,Wholesaler,MINV-00539,2024-03-30,12318.55,12318.55,0.0,2024-03-29,29.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000540,2024-03-31,2024,3,March,Q1,C023,Meena Srivastava,Wholesaler,MINV-00540,2024-04-30,34527.82,34527.82,0.0,2024-04-26,26.0,Paid,30,FY2023-24,0,Not OverDue,100.0
AC000541,2024-04-30,2024,4,April,Q2,C023,Meena Srivastava,Wholesaler,MINV-00541,2024-05-30,28180.84,28180.84,0.0,2024-05-29,29.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000542,2024-05-31,2024,5,May,Q2,C023,Meena Srivastava,Wholesaler,MINV-00542,2024-06-30,37772.08,37772.08,0.0,2024-06-27,27.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000543,2024-06-30,2024,6,June,Q2,C023,Meena Srivastava,Wholesaler,MINV-00543,2024-07-30,34267.52,34267.52,0.0,2024-08-02,33.0,Paid Late,30,FY2024-25,0,Not OverDue,100.0
AC000544,2024-07-31,2024,7,July,Q3,C023,Meena Srivastava,Wholesaler,MINV-00544,2024-08-30,56366.22,14457.36,41908.86,,,OverDue,30,FY2024-25,213,90+ Days,25.65
AC000545,2024-08-31,2024,8,August,Q3,C023,Meena Srivastava,Wholesaler,MINV-00545,2024-09-30,4415.56,4415.56,0.0,2024-10-02,32.0,Paid Late,30,FY2024-25,0,Not OverDue,100.0
AC000546,2024-09-30,2024,9,September,Q3,C023,Meena Srivastava,Wholesaler,MINV-00546,2024-10-30,34952.84,34952.84,0.0,2024-10-27,27.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000547,2024-10-31,2024,10,October,Q4,C023,Meena Srivastava,Wholesaler,MINV-00547,2024-11-30,22164.7,22164.7,0.0,2024-11-27,27.0,Paid,30,FY2024-25,0,Not OverDue,100.0
AC000548,2024-11-30,2024,11,November,Q4,C023,Meena Srivastava,Wholesaler,MINV-00548,2024-12-30,30875.94,30875.94,0.0,2024-12-25,25.0,Paid,30,FY2024-25,0,Not OverDue,100.0
